PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32842682","Sulfated Polysaccharides from Marine Algae as a Basis of Modern Biotechnologies for Creating Wound Dressings: Current Achievements and Future Prospects","Andryukov BG, Besednova NN, Kuznetsova TA, Zaporozhets TS, Ermakova SP, Zvyagintseva TN, Chingizova EA, Gazha AK, Smolina TP.","Biomedicines. 2020 Aug 22;8(9):301. doi: 10.3390/biomedicines8090301.","Andryukov BG","Biomedicines","2020","2020/08/27","PMC7554790","","10.3390/biomedicines8090301"
"29277741","Better together: synergy in nanocellulose blends","Mautner A, Mayer F, Hervy M, Lee KY, Bismarck A.","Philos Trans A Math Phys Eng Sci. 2018 Feb 13;376(2112):20170043. doi: 10.1098/rsta.2017.0043.","Mautner A","Philos Trans A Math Phys Eng Sci","2018","2017/12/27","PMC5746558","","10.1098/rsta.2017.0043"
"38612219","Enhancing Concrete Mechanical Properties through Basalt Fibers and Calcium Sulfate Whiskers: Optimizing Compressive Strength, Elasticity, and Pore Structure","Zhang J, Wang Y, Li X, Zhang Y, Wu L.","Materials (Basel). 2024 Apr 8;17(7):1706. doi: 10.3390/ma17071706.","Zhang J","Materials (Basel)","2024","2024/04/13","PMC11012661","","10.3390/ma17071706"
"33261025","Formulation of Orally Disintegrating Films as an Amorphous Solid Solution of a Poorly Water-Soluble Drug","Panraksa P, Tipduangta P, Jantanasakulwong K, Jantrawut P.","Membranes (Basel). 2020 Nov 27;10(12):376. doi: 10.3390/membranes10120376.","Panraksa P","Membranes (Basel)","2020","2020/12/02","PMC7759778","","10.3390/membranes10120376"
"40625852","Recent advances in glycopeptide hydrogels: design, biological functions, and biomedical applications","Zhang J, Zou J, Ren J.","Front Bioeng Biotechnol. 2025 Jun 23;13:1577192. doi: 10.3389/fbioe.2025.1577192. eCollection 2025.","Zhang J","Front Bioeng Biotechnol","2025","2025/07/08","PMC12230054","","10.3389/fbioe.2025.1577192"
"34382331","Our contemporary understanding of the aetiology of pressure ulcers/pressure injuries","Gefen A, Brienza DM, Cuddigan J, Haesler E, Kottner J.","Int Wound J. 2022 Mar;19(3):692-704. doi: 10.1111/iwj.13667. Epub 2021 Aug 11.","Gefen A","Int Wound J","2022","2021/08/12","PMC8874092","","10.1111/iwj.13667"
"41304837","Polymer- and Lipid-Based Nanostructures for Wound Healing with Barrier-Resolved Design","Cho E, Yun S, Lee S, Kim M, Choi J, Choi SE, Lim KS, Ha SJ, Yun JH, Kim HO.","Pharmaceutics. 2025 Nov 20;17(11):1501. doi: 10.3390/pharmaceutics17111501.","Cho E","Pharmaceutics","2025","2025/11/27","PMC12655411","","10.3390/pharmaceutics17111501"
"38026844","Metallic elements combine with herbal compounds upload in microneedles to promote wound healing: a review","Tang X, Li L, You G, Li X, Kang J.","Front Bioeng Biotechnol. 2023 Nov 3;11:1283771. doi: 10.3389/fbioe.2023.1283771. eCollection 2023.","Tang X","Front Bioeng Biotechnol","2023","2023/11/29","PMC10655017","","10.3389/fbioe.2023.1283771"
"30920524","Hydrogels for Biomedical Applications: Cellulose, Chitosan, and Protein/Peptide Derivatives","Del Valle LJ, Díaz A, Puiggalí J.","Gels. 2017 Jul 17;3(3):27. doi: 10.3390/gels3030027.","Del Valle LJ","Gels","2017","2019/03/29","PMC6318613","","10.3390/gels3030027"
"35068078","Autonomous Visualization of Damage in Polymers by Metal-Free Polymerizations of Microencapsulated Activated Alkynes","Han T, Chen S, Wang X, Fu X, Wen H, Wang Z, Wang D, Qin A, Yang J, Tang BZ.","Adv Sci (Weinh). 2022 Mar;9(8):e2105395. doi: 10.1002/advs.202105395. Epub 2022 Jan 23.","Han T","Adv Sci (Weinh)","2022","2022/01/24","PMC8922127","","10.1002/advs.202105395"
"36661810","Preparation of MOF-Based Core-Shell Gel Particles with Catalytic Activity and Their Plugging Performance","Liu F, Sun J, Luo X.","Gels. 2023 Jan 4;9(1):44. doi: 10.3390/gels9010044.","Liu F","Gels","2023","2023/01/20","PMC9858013","","10.3390/gels9010044"
"32517282","Bio-Based Polyethylene Composites with Natural Fiber: Mechanical, Thermal, and Ageing Properties","Bazan P, Mierzwiński D, Bogucki R, Kuciel S.","Materials (Basel). 2020 Jun 6;13(11):2595. doi: 10.3390/ma13112595.","Bazan P","Materials (Basel)","2020","2020/06/11","PMC7321553","","10.3390/ma13112595"
"33947121","Nanoceutical Adjuvants as Wound Healing Material: Precepts and Prospects","Banerjee K, Madhyastha R, Nakajima Y, Maruyama M, Madhyastha H.","Int J Mol Sci. 2021 Apr 29;22(9):4748. doi: 10.3390/ijms22094748.","Banerjee K","Int J Mol Sci","2021","2021/05/05","PMC8124138","","10.3390/ijms22094748"
"28773145","Development and Characterization of Polymer Eco-Composites Based on Natural Rubber Reinforced with Natural Fibers","Stelescu MD, Manaila E, Craciun G, Chirila C.","Materials (Basel). 2017 Jul 11;10(7):787. doi: 10.3390/ma10070787.","Stelescu MD","Materials (Basel)","2017","2017/08/05","PMC5551830","","10.3390/ma10070787"
"32244711","Novel Blotting Method for Mass Spectrometry Imaging of Metabolites in Strawberry Fruit by Desorption/Ionization Using Through Hole Alumina Membrane","Enomoto H, Kotani M, Ohmura T.","Foods. 2020 Apr 1;9(4):408. doi: 10.3390/foods9040408.","Enomoto H","Foods","2020","2020/04/05","PMC7230831","","10.3390/foods9040408"
"36080651","Current Advances in Nano-Based and Polymeric Stimuli-Responsive Drug Delivery Targeting the Ocular Microenvironment: A Review and Envisaged Future Perspectives","Dludla SBK, Mashabela LT, Ng'andwe B, Makoni PA, Witika BA.","Polymers (Basel). 2022 Aug 30;14(17):3580. doi: 10.3390/polym14173580.","Dludla SBK","Polymers (Basel)","2022","2022/09/09","PMC9460529","","10.3390/polym14173580"
"","Abstracts","","Br J Ind Med. 1949 Apr;6(2):107-20.","","Br J Ind Med","1949","","PMC1036187","",""
"23728697","Foam dressings for venous leg ulcers","O'Meara S, Martyn-St James M.","Cochrane Database Syst Rev. 2013 May 31;2013(5):CD009907. doi: 10.1002/14651858.CD009907.pub2.","O'Meara S","Cochrane Database Syst Rev","2013","2013/06/04","PMC11531896","","10.1002/14651858.CD009907.pub2"
"36807399","Smart waste management perspective of COVID-19 healthy personal protective materials in concrete for decorative landscape pavements and artificial rocks","El Aal AA, Alsaiari MA, Radwan AE, Fenais A.","Sci Rep. 2023 Feb 18;13(1):2904. doi: 10.1038/s41598-023-30104-1.","El Aal AA","Sci Rep","2023","2023/02/22","PMC9938694","","10.1038/s41598-023-30104-1"
"40041157","Cold weather operations: Preventive strategies in a military context","Klous L, Teien H, Hollis S, Levels K, Boonstra A, Sullivan-Kwantes W, Haman F, Castellani JW, Catoire M, Kingma B.","Temperature (Austin). 2024 Oct 23;12(1):8-27. doi: 10.1080/23328940.2024.2408059. eCollection 2025.","Klous L","Temperature (Austin)","2024","2025/03/05","PMC11875484","","10.1080/23328940.2024.2408059"
"41373891","Therapeutic Potential of Chitosan-Based and Related Nanocomposite Systems in Wound Management: A Review","Bielska B, Miłowska K.","Int J Mol Sci. 2025 Dec 4;26(23):11748. doi: 10.3390/ijms262311748.","Bielska B","Int J Mol Sci","2025","2025/12/11","PMC12692038","","10.3390/ijms262311748"
"41403671","Tri-layer structured intelligent hydrogel dressing for controlled-release antibacterial treatment of chronic diabetic wounds","Zhang W, Fu X, Zhang H, Zhang S, Zhang Q, Zhai C, Zhao J, Yang Q, Li S.","RSC Adv. 2025 Dec 15;15(58):50053-50064. doi: 10.1039/d5ra06906h. eCollection 2025 Dec 12.","Zhang W","RSC Adv","2025","2025/12/17","PMC12704595","","10.1039/d5ra06906h"
"37953833","Quality Standards and Pharmacological Interventions of Natural Oils: Current Scenario and Future Perspectives","Ali S, Ekbbal R, Salar S, Yasheshwar, Ali SA, Jaiswal AK, Singh M, Yadav DK, Kumar S, Gaurav.","ACS Omega. 2023 Oct 17;8(43):39945-39963. doi: 10.1021/acsomega.3c05241. eCollection 2023 Oct 31.","Ali S","ACS Omega","2023","2023/11/13","PMC10635672","","10.1021/acsomega.3c05241"
"37087455","A unifying criterion of the boiling crisis","Zhang L, Wang C, Su G, Kossolapov A, Matana Aguiar G, Seong JH, Chavagnat F, Phillips B, Rahman MM, Bucci M.","Nat Commun. 2023 Apr 22;14(1):2321. doi: 10.1038/s41467-023-37899-7.","Zhang L","Nat Commun","2023","2023/04/22","PMC10122678","","10.1038/s41467-023-37899-7"
"40568506","Aging time influences fatty acid profiles and volatile compounds in cooked Thai native beef","Meenongyai W, Kaewka K, Wongpanit K, Phongkaew P, Khejornsart P, Khumpeerawat P, Stelzleni AM.","J Adv Vet Anim Res. 2025 Mar 25;12(1):179-191. doi: 10.5455/javar.2025.l885. eCollection 2025 Mar.","Meenongyai W","J Adv Vet Anim Res","2025","2025/06/26","PMC12186801","","10.5455/javar.2025.l885"
"39218901","Endogenous electric field coupling Mxene sponge for diabetic wound management: haemostatic, antibacterial, and healing","Zhou H, Chen L, Huang C, Jiang Z, Zhang H, Liu X, Zhu F, Wen Q, Shi P, Liu K, Yang L.","J Nanobiotechnology. 2024 Sep 2;22(1):530. doi: 10.1186/s12951-024-02799-5.","Zhou H","J Nanobiotechnology","2024","2024/09/01","PMC11367980","","10.1186/s12951-024-02799-5"
"","Administrative content — journal masthead, notices, indexes, etc.","","Appl Microbiol. 1971 Jun;21(6).","","Appl Microbiol","1971","","PMC522761","",""
"34947300","Biopolymers and Biomaterials for Special Applications within the Context of the Circular Economy","Dziuba R, Kucharska M, Madej-Kiełbik L, Sulak K, Wiśniewska-Wrona M.","Materials (Basel). 2021 Dec 13;14(24):7704. doi: 10.3390/ma14247704.","Dziuba R","Materials (Basel)","2021","2021/12/24","PMC8708369","","10.3390/ma14247704"
"31478375","Present and Future of Surface-Enhanced Raman Scattering","Langer J, Jimenez de Aberasturi D, Aizpurua J, Alvarez-Puebla RA, Auguié B, Baumberg JJ, Bazan GC, Bell SEJ, Boisen A, Brolo AG, Choo J, Cialla-May D, Deckert V, Fabris L, Faulds K, García de Abajo FJ, Goodacre R, Graham D, Haes AJ, Haynes CL, Huck C, Itoh T, Käll M, Kneipp J, Kotov NA, Kuang H, Le Ru EC, Lee HK, Li JF, Ling XY, Maier SA, Mayerhöfer T, Moskovits M, Murakoshi K, Nam JM, Nie S, Ozaki Y, Pastoriza-Santos I, Perez-Juste J, Popp J, Pucci A, Reich S, Ren B, Schatz GC, Shegai T, Schlücker S, Tay LL, Thomas KG, Tian ZQ, Van Duyne RP, Vo-Dinh T, Wang Y, Willets KA, Xu C, Xu H, Xu Y, Yamamoto YS, Zhao B, Liz-Marzán LM.","ACS Nano. 2020 Jan 28;14(1):28-117. doi: 10.1021/acsnano.9b04224. Epub 2019 Oct 8.","Langer J","ACS Nano","2020","2019/09/04","PMC6990571","","10.1021/acsnano.9b04224"
"33312535","The impact of Qodume Shirazi seed mucilage-based edible coating containing lavender essential oil on the quality enhancement and shelf life improvement of fresh ostrich meat: An experimental and modeling study","Heydari S, Jooyandeh H, Alizadeh Behbahani B, Noshad M.","Food Sci Nutr. 2020 Oct 13;8(12):6497-6512. doi: 10.1002/fsn3.1940. eCollection 2020 Dec.","Heydari S","Food Sci Nutr","2020","2020/12/14","PMC7723187","","10.1002/fsn3.1940"
"41294581","Preparation of Hydrogel by Crosslinking and Multi-Dimensional Applications","Bhuyan MM, Jeong JH.","Gels. 2025 Nov 9;11(11):896. doi: 10.3390/gels11110896.","Bhuyan MM","Gels","2025","2025/11/26","PMC12652361","","10.3390/gels11110896"
"20759766","The Annual Museum of Foods, Drugs, Instruments, Books, and Sanitary Appliances","","Br Med J. 1901 Aug 3;2(2118):270-81.","","Br Med J","1901","2010/08/27","PMC2506574","",""
"41227988","Valorization of Recovered Mine Timber as a Secondary Feedstock for Medium-Density Fiberboard Manufacturing","Dudeva V, Savov V, Antov P, Aleksandrov Y.","Materials (Basel). 2025 Nov 4;18(21):5030. doi: 10.3390/ma18215030.","Dudeva V","Materials (Basel)","2025","2025/11/13","PMC12608153","","10.3390/ma18215030"
"30621136","Development of A New Delivery System Based on Drug-Loadable Electrospun Nanofibers for Psoriasis Treatment","Martínez-Ortega L, Mira A, Fernandez-Carvajal A, Mateo CR, Mallavia R, Falco A.","Pharmaceutics. 2019 Jan 4;11(1):14. doi: 10.3390/pharmaceutics11010014.","Martínez-Ortega L","Pharmaceutics","2019","2019/01/10","PMC6359116","","10.3390/pharmaceutics11010014"
"35564635","Enhanced Hydrophobicity of Polymers for Protective Gloves Achieved by Geometric, Chemical and Plasma-Surface Modification","Irzmańska E, Siciński M, Smejda-Krzewicka A, Adamus-Włodarczyk A, Makowicz M, Gozdek T.","Int J Environ Res Public Health. 2022 Apr 26;19(9):5239. doi: 10.3390/ijerph19095239.","Irzmańska E","Int J Environ Res Public Health","2022","2022/05/14","PMC9104649","","10.3390/ijerph19095239"
"39459717","New Eco-Cements Made with Marabou Weed Biomass Ash","Frías M, Moreno de Los Reyes AM, Villar-Cociña E, García R, Vigil de la Villa R, Vasić MV.","Materials (Basel). 2024 Oct 14;17(20):5012. doi: 10.3390/ma17205012.","Frías M","Materials (Basel)","2024","2024/10/26","PMC11509250","","10.3390/ma17205012"
"37514149","Ultrasmall Solid-Lipid Nanoparticles via the Polysorbate Sorbitan Phase-Inversion Temperature Technique: A Promising Vehicle for Antioxidant Delivery into the Skin","Della Sala F, Borzacchiello A, Dianzani C, Muntoni E, Argenziano M, Capucchio MT, Valsania MC, Bozza A, Garelli S, Di Muro M, Scorziello F, Battaglia L.","Pharmaceutics. 2023 Jul 16;15(7):1962. doi: 10.3390/pharmaceutics15071962.","Della Sala F","Pharmaceutics","2023","2023/07/29","PMC10383899","","10.3390/pharmaceutics15071962"
"35571983","Biochar for agronomy, animal farming, anaerobic digestion, composting, water treatment, soil remediation, construction, energy storage, and carbon sequestration: a review","Osman AI, Fawzy S, Farghali M, El-Azazy M, Elgarahy AM, Fahim RA, Maksoud MIAA, Ajlan AA, Yousry M, Saleem Y, Rooney DW.","Environ Chem Lett. 2022;20(4):2385-2485. doi: 10.1007/s10311-022-01424-x. Epub 2022 May 7.","Osman AI","Environ Chem Lett","2022","2022/05/16","PMC9077033","","10.1007/s10311-022-01424-x"
"39767520","Heat Stress Prevention in Construction: A Systematic Review and Meta-Analysis of Risk Factors and Control Strategies","Torbat Esfahani M, Awolusi I, Hatipkarasulu Y.","Int J Environ Res Public Health. 2024 Dec 17;21(12):1681. doi: 10.3390/ijerph21121681.","Torbat Esfahani M","Int J Environ Res Public Health","2024","2025/01/08","PMC11675740","","10.3390/ijerph21121681"
"39621293","Assessing the behavior of food handlers wearing face masks and the passage of bacteria through disposable masks","Magalhães CRP, de Aquino NSM, Vieira JM, Gonçalves CTH, Tondo EC.","Braz J Microbiol. 2025 Mar;56(1):291-302. doi: 10.1007/s42770-024-01562-0. Epub 2024 Dec 2.","Magalhães CRP","Braz J Microbiol","2025","2024/12/02","PMC11885186","","10.1007/s42770-024-01562-0"
"37362803","Mesolithic hearth-pits and formation processes: a geoarchaeological investigation of sediments from El Arenal de la Virgen site (SE Iberia)","Polo-Díaz A, Rabuñal JR, Guérin G, Fernández-López de Pablo J.","Archaeol Anthropol Sci. 2023;15(7):104. doi: 10.1007/s12520-023-01794-5. Epub 2023 Jun 22.","Polo-Díaz A","Archaeol Anthropol Sci","2023","2023/06/26","PMC10287818","","10.1007/s12520-023-01794-5"
"41168322","Impact of rotating fan and ultrasonic humidifier on the thermal performance of pyramidal solar still","Sachidananda HK, Salins SS, Mulchandani KA, Biradar AS, Kumar S.","Sci Rep. 2025 Oct 30;15(1):38021. doi: 10.1038/s41598-025-21863-0.","Sachidananda HK","Sci Rep","2025","2025/10/31","PMC12575837","","10.1038/s41598-025-21863-0"
"30164933","Principles of Scientific Botany; or Botany as an Inductive Science","","Br Foreign Med Chir Rev. 1849 Oct;4(8):324-348.","","Br Foreign Med Chir Rev","1849","2018/08/31","PMC5204380","",""
"40175306","Controlled-Release of Dexamethasone via Light-Activated Implant for Potential Vocal Fold Scar Treatment","Zheng A, Awad N, Cruz DRD, Pissay R, de Luzan CF, Dion G, Park Y.","ACS Biomater Sci Eng. 2025 Apr 14;11(4):2180-2191. doi: 10.1021/acsbiomaterials.4c02231. Epub 2025 Apr 2.","Zheng A","ACS Biomater Sci Eng","2025","2025/04/02","PMC12050067","NIHMS2071748","10.1021/acsbiomaterials.4c02231"
"41303952","Prolonged Protection of Copper in Acidic Media Through the Synergistic Effect of Fat-Soluble Vitamins","Fuchs-Godec R.","Materials (Basel). 2025 Nov 10;18(22):5107. doi: 10.3390/ma18225107.","Fuchs-Godec R","Materials (Basel)","2025","2025/11/27","PMC12654228","","10.3390/ma18225107"
"34209127","Construction of Porous Starch-Based Hydrogel via Regulating the Ratio of Amylopectin/Amylose for Enhanced Water-Retention","Luo H, Dong F, Wang Q, Li Y, Xiong Y.","Molecules. 2021 Jun 30;26(13):3999. doi: 10.3390/molecules26133999.","Luo H","Molecules","2021","2021/07/02","PMC8272078","","10.3390/molecules26133999"
"41356577","Understanding the Effect of Diluents on Powder Flow and Tablet Properties of Poorly Compressible Black Pepper Extract Using Mixture Design Approach","Monton C, Suksaeree J.","Int J Food Sci. 2025 Dec 5;2025:8655112. doi: 10.1155/ijfo/8655112. eCollection 2025.","Monton C","Int J Food Sci","2025","2025/12/08","PMC12680482","","10.1155/ijfo/8655112"
"35054541","Impact of Ionic Liquid Structure and Loading on Gas Sorption and Permeation for ZIF-8-Based Composites and Mixed Matrix Membranes","Ortiz-Albo P, Ferreira TJ, Martins CF, Alves V, Esteves IAAC, Cunha-Silva L, Kumakiri I, Crespo J, Neves LA.","Membranes (Basel). 2021 Dec 23;12(1):13. doi: 10.3390/membranes12010013.","Ortiz-Albo P","Membranes (Basel)","2021","2022/01/21","PMC8780584","","10.3390/membranes12010013"
"39399851","Effect of glass infiltration and modified cooling rates on color characteristics alteration of monochrome and multilayer high yttrium oxide containing zirconia","Uasuwan P, Juntavee N, Juntavee A.","J Clin Exp Dent. 2024 Sep 1;16(9):e1079-e1091. doi: 10.4317/jced.62066. eCollection 2024 Sep.","Uasuwan P","J Clin Exp Dent","2024","2024/10/14","PMC11470454","","10.4317/jced.62066"
"39837819","An intelligent humidity sensing system for human behavior recognition","Yang H, Guo Q, Chen G, Zhao Y, Shi M, Zhou N, Huang C, Mao H.","Microsyst Nanoeng. 2025 Jan 22;11(1):17. doi: 10.1038/s41378-024-00863-6.","Yang H","Microsyst Nanoeng","2025","2025/01/21","PMC11751383","","10.1038/s41378-024-00863-6"
"31671772","What Electrochemical Biosensors Can Do for Forensic Science? Unique Features and Applications","Yáñez-Sedeño P, Agüí L, Campuzano S, Pingarrón JM.","Biosensors (Basel). 2019 Oct 29;9(4):127. doi: 10.3390/bios9040127.","Yáñez-Sedeño P","Biosensors (Basel)","2019","2019/11/02","PMC6956127","","10.3390/bios9040127"
"38667170","A Novel DNA Synthesis Platform Design with High-Throughput Paralleled Addressability and High-Density Static Droplet Confinement","Yang S, Wang D, Zhao Z, Wang N, Yu M, Zhang K, Luo Y, Zhao J.","Biosensors (Basel). 2024 Apr 6;14(4):177. doi: 10.3390/bios14040177.","Yang S","Biosensors (Basel)","2024","2024/04/26","PMC11047993","","10.3390/bios14040177"
"39135731","Relevance and regulation of alternative splicing in plant secondary metabolism: current understanding and future directions","Xu Z, Xiao Y, Guo J, Lv Z, Chen W.","Hortic Res. 2024 Jul 2;11(8):uhae173. doi: 10.1093/hr/uhae173. eCollection 2024 Aug.","Xu Z","Hortic Res","2024","2024/08/13","PMC11317897","","10.1093/hr/uhae173"
